month_key,cluster,cluster_label,count,total_reports_month,normalized_rate,pct_change,rolling_mean_rate,max_rate_z
2024-07,28,Cluster 28,2,447,0.0044742729306487695,5.8165548098433995,0.013219300683099537,-1.185433756709511
2024-08,28,Cluster 28,6,458,0.013100436681222707,192.7947598253275,0.0070076437608227946,0.36069153690118877
2024-09,28,Cluster 28,5,366,0.01366120218579235,4.280510018214945,0.007267679807198879,0.4612013064197426
2024-10,28,Cluster 28,5,415,0.012048192771084338,-11.807228915662648,0.010411970599221275,0.17209079020141607
2024-11,28,Cluster 28,6,368,0.016304347826086956,35.32608695652173,0.012936610546033131,0.9349500604802528
2024-12,28,Cluster 28,3,391,0.0076726342710997444,-52.941176470588225,0.014004580927654548,-0.6121699618680488
2025-01,28,Cluster 28,5,403,0.01240694789081886,61.70388751033913,0.012008391622757011,0.2363928810117109
2025-02,28,Cluster 28,2,451,0.004434589800443459,-64.25720620842571,0.012127976662668521,-1.1925464307920075
2025-03,28,Cluster 28,3,510,0.0058823529411764705,32.647058823529406,0.008171390654120687,-0.9330541146514004
2025-04,28,Cluster 28,3,528,0.005681818181818182,-3.409090909090906,0.0075746302108129285,-0.9689973070897953
2025-05,28,Cluster 28,9,475,0.018947368421052633,233.47368421052633,0.005332920307812703,1.408676401826201
2025-06,28,Cluster 28,10,513,0.01949317738791423,2.8806584362139898,0.010170513181349095,1.5065054105890001
2025-07,28,Cluster 28,5,475,0.010526315789473684,-46.0,0.014707454663595012,-0.10068544765699247
2025-08,28,Cluster 28,1,526,0.0019011406844106464,-81.93916349809886,0.01632228719948018,-1.6466335396894454
2025-09,28,Cluster 28,6,501,0.011976047904191617,529.9401197604791,0.010640211287266185,0.15915978092170113
2025-10,28,Cluster 28,5,268,0.018656716417910446,55.78358208955221,0.008134501459358649,1.3565808902302319
2024-01,29,Cluster 29,9,397,0.022670025188916875,0.0,0.022670025188916875,-0.33484625702577026
2024-02,29,Cluster 29,10,357,0.028011204481792718,23.560535325241226,0.022670025188916875,0.19668389950449183
2024-03,29,Cluster 29,16,479,0.033402922755741124,19.248434237995802,0.025340614835354797,0.7332434682763931
2024-04,29,Cluster 29,14,476,0.029411764705882353,-11.948529411764696,0.028028050808816905,0.3360613579869976
2024-05,29,Cluster 29,9,487,0.018480492813141684,-37.16632443531827,0.030275297314472066,-0.7517696886084951
2024-06,29,Cluster 29,6,473,0.012684989429175475,-31.36011275546159,0.02709839342492172,-1.3285121366592516
2024-07,29,Cluster 29,5,447,0.011185682326621925,-11.81953765846383,0.020192415649399838,-1.4777164406544718
2024-08,29,Cluster 29,12,458,0.026200873362445413,134.23580786026199,0.01411705485631303,0.016527883300029803
2024-09,29,Cluster 29,12,366,0.03278688524590164,25.13661202185793,0.01669051503941427,0.6719381841661514
2024-10,29,Cluster 29,9,415,0.021686746987951807,-33.855421686746986,0.023391146978322994,-0.43269768410084825
2024-11,29,Cluster 29,13,368,0.035326086956521736,62.89251207729467,0.026891501865432956,0.9246281256006229
2024-12,29,Cluster 29,14,391,0.03580562659846547,1.3574660633484115,0.02993323973012506,0.9723497554071332
2025-01,29,Cluster 29,15,403,0.03722084367245657,3.9524991137894316,0.03093948684764634,1.1131857977145179
2025-02,29,Cluster 29,11,451,0.024390243902439025,-34.471544715447145,0.03611751907581459,-0.16365782242588933
2025-03,29,Cluster 29,16,510,0.03137254901960784,28.627450980392144,0.03247223805778702,0.5311897998625059
2025-04,29,Cluster 29,11,528,0.020833333333333332,-33.59375,0.030994545531501147,-0.5176255752183512
2025-05,29,Cluster 29,4,475,0.008421052631578947,-59.578947368421055,0.025532042085126733,-1.7528399618802857
2025-06,29,Cluster 29,10,513,0.01949317738791423,131.4814814814815,0.020208978328173376,-0.6509918713832636
2025-07,29,Cluster 29,17,475,0.035789473684210524,83.60000000000001,0.016249187784275504,0.9707422899820717
2025-08,29,Cluster 29,18,526,0.034220532319391636,-4.383806754641006,0.02123456790123457,0.8146082971873888
2025-09,29,Cluster 29,23,501,0.04590818363273453,34.153914393435336,0.029834394463838797,1.9777108240653756
2025-10,29,Cluster 29,2,268,0.007462686567164179,-83.74432186891629,0.03863939654544556,-1.8482122450970502
2024-01,30,Cluster 30,24,397,0.060453400503778336,0.0,0.060453400503778336,-0.17443030048821292
2024-02,30,Cluster 30,25,357,0.0700280112044818,15.838001867413642,0.060453400503778336,0.06320424665467975
2024-03,30,Cluster 30,24,479,0.05010438413361169,-28.450939457202505,0.06524070585413007,-0.4312850066872072
2024-04,30,Cluster 30,27,476,0.05672268907563025,13.209033613445364,0.060195265280623945,-0.2670237174386952
2024-05,30,Cluster 30,27,487,0.055441478439425054,-2.258726899383978,0.05895169480457458,-0.29882238987003595
2024-06,30,Cluster 30,30,473,0.06342494714587738,14.399812074230667,0.05408951721622233,-0.1006787754724431
2024-07,30,Cluster 30,27,447,0.06040268456375839,-4.765100671140932,0.05852970488697756,-0.17568903150259035
2024-08,30,Cluster 30,30,458,0.06550218340611354,8.44250363901018,0.059756370049686945,-0.049123353174829555
2024-09,30,Cluster 30,25,366,0.06830601092896176,4.280510018214945,0.06310993837191643,0.020465511008427736
2024-10,30,Cluster 30,15,415,0.03614457831325301,-47.0843373493976,0.06473695963294455,-0.777756757656667
2024-11,30,Cluster 30,27,368,0.07336956521739131,102.98913043478262,0.05665092421610943,0.14613907287721511
2024-12,30,Cluster 30,31,391,0.0792838874680307,8.061002178649224,0.059273384819868685,0.29292804776311454
2025-01,30,Cluster 30,24,403,0.05955334987593052,-24.88593612422957,0.06293267699955833,-0.19676887174088825
2025-02,30,Cluster 30,20,451,0.04434589800443459,-25.535846267553573,0.07073560085378416,-0.5742062476975691
2025-03,30,Cluster 30,27,510,0.052941176470588235,19.38235294117645,0.06106104511613194,-0.3608779809178649
2025-04,30,Cluster 30,37,528,0.07007575757575757,32.365319865319854,0.05228014145031778,0.064389275233962
2025-05,30,Cluster 30,26,475,0.05473684210526316,-21.889046941678515,0.055787610683593454,-0.3163109271488088
2025-06,30,Cluster 30,26,513,0.050682261208576995,-7.407407407407418,0.059251258717202986,-0.4169425377026928
2025-07,30,Cluster 30,35,475,0.07368421052631578,45.38461538461538,0.05849828696319923,0.15394832986260973
2025-08,30,Cluster 30,25,526,0.04752851711026616,-35.497012493210214,0.0597011046133853,-0.4952160648500268
